food_name,serving_desc,serving_size,serving_size_unit
"Pork roast, loin, cooked, NS as to fat eaten","1 oz, boneless, cooked",28.35,g
"Pork roast, loin, cooked, NS as to fat eaten","1 cubic inch, boneless, cooked",17,g
"Pork roast, loin, cooked, NS as to fat eaten","1 cup, cooked, diced",134,g
"Pork roast, loin, cooked, lean and fat eaten","1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")",21,g
"Pork roast, loin, cooked, lean and fat eaten","1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")",42,g
"Pork roast, loin, cooked, lean and fat eaten","1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")",63,g
"Pork roast, loin, cooked, lean and fat eaten","1 oz, with bone, raw (yield after cooking, bone removed)",17,g
"Pork roast, loin, cooked, lean and fat eaten","1 oz, with bone, cooked (yield after bone removed)",22,g
"Pork roast, loin, cooked, lean and fat eaten","1 oz, boneless, raw (yield after cooking)",21,g
"Pork roast, loin, cooked, lean and fat eaten","1 oz, boneless, cooked",28.35,g
"Pork roast, loin, cooked, lean and fat eaten","1 cubic inch, boneless, cooked",17,g
"Pork roast, loin, cooked, lean and fat eaten","1 cup, cooked, diced",134,g
"Pork roast, loin, cooked, lean only eaten","1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")",21,g
"Pork roast, loin, cooked, lean only eaten","1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")",42,g
"Pork roast, loin, cooked, lean only eaten","1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")",63,g
"Pork roast, loin, cooked, lean only eaten","1 oz, with bone, cooked, lean only (yield after bone removed)",22,g
"Pork roast, loin, cooked, lean only eaten","1 oz, with bone, raw, lean only (yield after cooking, bone removed)",16,g
"Pork roast, loin, cooked, lean only eaten","1 oz, boneless, cooked, lean only",28.35,g
"Pork roast, loin, cooked, lean only eaten","1 oz, boneless, raw, lean only (yield after cooking)",21,g
"Pork roast, loin, cooked, lean only eaten","1 oz, with bone, raw (yield after cooking, bone and fat removed)",15,g
"Pork roast, loin, cooked, lean only eaten","1 oz, with bone, cooked (yield after bone and fat removed)",20,g
"Pork roast, loin, cooked, lean only eaten","1 oz, boneless, raw (yield after cooking, fat removed)",19,g
"Pork roast, loin, cooked, lean only eaten","1 oz, boneless, cooked (yield after fat removed)",26,g
"Pork roast, loin, cooked, lean only eaten","1 cubic inch, boneless, cooked, fat removed",17,g
"Pork roast, loin, cooked, lean only eaten","1 cup, cooked, diced",134,g
"Fried pork chunks, Puerto Rican style","1 piece (2-1/2"" x 2"" x 1"")",38,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 thin slice (approx 3"" dia x 1/8"")",14,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 medium slice (approx 3"" dia x 1/4"")",28,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 thick slice (approx 3"" dia x 3/8"")",42,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 oz, with bone, raw (yield after cooking, bone removed)",16,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 oz, with bone, cooked (yield after bone removed)",21,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 oz, boneless, raw (yield after cooking)",21,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 oz, boneless, cooked",28.35,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 cubic inch, boneless, cooked",17,g
"Pork roast, shoulder, cooked, NS as to fat eaten","1 cup, cooked, diced",134,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 thin slice (approx 3"" dia x 1/8"")",14,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 medium slice (approx 3"" dia x 1/4"")",28,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 thick slice (approx 3"" dia x 3/8"")",42,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 oz, with bone, raw (yield after cooking, bone removed)",16,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 oz, with bone, cooked (yield after bone removed)",21,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 oz, boneless, raw (yield after cooking)",21,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 oz, boneless, cooked",28.35,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 cubic inch, boneless, cooked",17,g
"Pork roast, shoulder, cooked, lean and fat eaten","1 cup, cooked, diced",134,g
"Pork roast, shoulder, cooked, lean only eaten","1 thin slice (approx 3"" dia x 1/8"")",14,g
"Pork roast, shoulder, cooked, lean only eaten","1 medium slice (approx 3"" dia x 1/4"")",28,g
"Pork roast, shoulder, cooked, lean only eaten","1 thick slice (approx 3"" dia x 3/8"")",42,g
"Pork roast, shoulder, cooked, lean only eaten","1 oz, with bone, cooked, lean only (yield after bone removed)",21,g
"Pork roast, shoulder, cooked, lean only eaten","1 oz, with bone, raw, lean only (yield after cooking, bone removed)",16,g
"Pork roast, shoulder, cooked, lean only eaten","1 oz, boneless, cooked, lean only",28.35,g
"Pork roast, shoulder, cooked, lean only eaten","1 oz, boneless, raw, lean only (yield after cooking)",22,g
"Pork roast, shoulder, cooked, lean only eaten","1 oz, with bone, raw (yield after cooking, bone and fat removed)",13,g
"Pork roast, shoulder, cooked, lean only eaten","1 oz, with bone, cooked (yield after bone and fat removed)",17,g
"Pork roast, shoulder, cooked, lean only eaten","1 oz, boneless, raw (yield after cooking, fat removed)",18,g
"Pork roast, shoulder, cooked, lean only eaten","1 oz, boneless, cooked (yield after fat removed)",24,g
"Pork roast, shoulder, cooked, lean only eaten","1 cubic inch, boneless, cooked, fat removed",17,g
"Pork roast, shoulder, cooked, lean only eaten","1 cup, cooked, diced",134,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")",21,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")",42,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")",63,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 oz, with bone, raw (yield after cooking, bone removed)",16,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 oz, with bone, cooked (yield after bone removed)",21,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 oz, boneless, raw (yield after cooking)",19,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 oz, boneless, cooked",28.35,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 cubic inch, boneless, cooked",17,g
"Pork roast, smoked or cured, cooked, NS as to fat eaten","1 cup, cooked, diced",134,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")",21,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")",42,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")",63,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 oz, with bone, raw (yield after cooking, bone removed)",16,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 oz, with bone, cooked (yield after bone removed)",21,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 oz, boneless, raw (yield after cooking)",19,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 oz, boneless, cooked",28.35,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 cubic inch, boneless, cooked",17,g
"Pork roast, smoked or cured, cooked, lean and fat eaten","1 cup, cooked, diced",134,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")",21,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 medium slice (approx 4-1/2"" x 2-1/2"" x 1/4"")",42,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 thick slice (approx 4-1/2"" x 2-1/2"" x 3/8"")",63,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 oz, with bone, cooked, lean only (yield after bone removed)",19,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 oz, with bone, raw, lean only (yield after cooking, bone removed)",13,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 oz, boneless, cooked, lean only",28.35,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 oz, boneless, raw, lean only (yield after cooking)",19,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 oz, with bone, raw (yield after cooking, bone and fat removed)",12,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 oz, with bone, cooked (yield after bone and fat removed)",17,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 oz, boneless, raw (yield after cooking, fat removed)",16,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 oz, boneless, cooked (yield after fat removed)",23,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 cubic inch, boneless, cooked, fat removed",17,g
"Pork roast, smoked or cured, cooked, lean only eaten","1 cup, cooked, diced",134,g
"Pork roll, cured, fried",1 slice (1 oz),28.35,g
"Canadian bacon, cooked",1 slice,23,g
"Canadian bacon, cooked","1 oz, raw (yield after cooking)",23,g
"Canadian bacon, cooked","1 oz, cooked",28.35,g
"Canadian bacon, cooked","1 cubic inch, cooked",18,g
"Bacon, NS as to type of meat, cooked",1 thin slice (yield after cooking),5,g
"Bacon, NS as to type of meat, cooked",1 medium slice (yield after cooking),8,g
"Bacon, NS as to type of meat, cooked",1 thick slice (yield after cooking),12,g
"Bacon, NS as to type of meat, cooked","1 oz, raw (yield after cooking)",8,g
"Bacon, NS as to type of meat, cooked","1 oz, cooked",28.35,g
"Bacon, NS as to type of meat, cooked","1 cup, pieces",80,g
"Bacon, NS as to type of meat, cooked",Guideline amount if topping,8,g
"Bacon, NS as to type of meat, cooked",Guideline amount on regular sandwich,16,g
"Bacon, NS as to type of meat, reduced sodium, cooked",1 thin slice (yield after cooking),5,g
"Bacon, NS as to type of meat, reduced sodium, cooked",1 medium slice (yield after cooking),8,g
"Bacon, NS as to type of meat, reduced sodium, cooked",1 thick slice (yield after cooking),12,g
"Bacon, NS as to type of meat, reduced sodium, cooked","1 oz, raw (yield after cooking)",8,g
"Bacon, NS as to type of meat, reduced sodium, cooked","1 oz, cooked",28.35,g
"Bacon, NS as to type of meat, reduced sodium, cooked","1 cup, pieces",80,g
"Bacon, NS as to type of meat, reduced sodium, cooked",Guideline amount if topping,8,g
"Bacon, NS as to type of meat, reduced sodium, cooked",Guideline amount on regular sandwich,16,g
"Pork bacon, NS as to fresh, smoked or cured, cooked",1 thin slice (yield after cooking),5,g
"Pork bacon, NS as to fresh, smoked or cured, cooked",1 medium slice (yield after cooking),8,g
"Pork bacon, NS as to fresh, smoked or cured, cooked",1 thick slice (yield after cooking),12,g
"Pork bacon, NS as to fresh, smoked or cured, cooked","1 oz, raw (yield after cooking)",8,g
"Pork bacon, NS as to fresh, smoked or cured, cooked","1 cup, pieces",80,g
"Pork bacon, NS as to fresh, smoked or cured, cooked",Guideline amount if topping,8,g
"Pork bacon, NS as to fresh, smoked or cured, cooked",Guideline amount on regular sandwich,16,g
"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",1 thin slice (yield after cooking),5,g
"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",1 medium slice (yield after cooking),8,g
"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",1 thick slice (yield after cooking),12,g
"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked","1 oz, raw (yield after cooking)",8,g
"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked","1 cup, pieces",80,g
"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",Guideline amount if topping,8,g
"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",Guideline amount on regular sandwich,16,g
"Pork bacon, smoked or cured, cooked",1 thin slice (yield after cooking),5,g
"Pork bacon, smoked or cured, cooked",1 medium slice (yield after cooking),8,g
"Pork bacon, smoked or cured, cooked",1 thick slice (yield after cooking),12,g
"Pork bacon, smoked or cured, cooked","1 oz, raw (yield after cooking)",8,g
"Pork bacon, smoked or cured, cooked","1 oz, cooked",28.35,g
"Pork bacon, smoked or cured, cooked","1 cup, pieces",80,g
"Pork bacon, smoked or cured, cooked",Guideline amount if topping,8,g
"Pork bacon, smoked or cured, cooked",Guideline amount on regular sandwich,16,g
"Bacon or side pork, fresh, cooked",1 medium slice (yield after cooking),8,g
"Bacon or side pork, fresh, cooked","1 oz, raw (yield after cooking)",8,g
"Bacon or side pork, fresh, cooked",Guideline amount if topping,8,g
"Bacon or side pork, fresh, cooked",Guideline amount on regular sandwich,16,g
"Pork bacon, smoked or cured, reduced sodium, cooked",1 thin slice (yield after cooking),5,g
"Pork bacon, smoked or cured, reduced sodium, cooked",1 medium slice (yield after cooking),8,g
"Pork bacon, smoked or cured, reduced sodium, cooked",1 thick slice (yield after cooking),12,g
"Pork bacon, smoked or cured, reduced sodium, cooked","1 oz, raw (yield after cooking)",8,g
"Pork bacon, smoked or cured, reduced sodium, cooked","1 oz, cooked",28.35,g
"Pork bacon, smoked or cured, reduced sodium, cooked","1 cup, pieces",80,g
"Pork bacon, smoked or cured, reduced sodium, cooked",Guideline amount if topping,8,g
"Pork bacon, smoked or cured, reduced sodium, cooked",Guideline amount on regular sandwich,16,g
"Salt pork, cooked","1 slice (2-1/4"" x 1-3/4"" x 1/4"")",26,g
"Salt pork, cooked","1 slice (4"" x 1-3/4"" x 1/2"")",47,g
"Salt pork, cooked","1 oz, raw (yield after cooking)",20,g
"Salt pork, cooked","1 cup, cooked",128,g
"Salt pork, cooked","1 cubic inch, cooked",15,g
"Fat back, cooked","1 slice (2-1/4"" x 1-3/4"" x 1/4"")",26,g
"Fat back, cooked","1 slice (4"" x 1-3/4"" x 1/2"")",47,g
"Fat back, cooked","1 oz, raw (yield after cooking)",20,g
"Fat back, cooked","1 cup, cooked",128,g
"Fat back, cooked","1 cubic inch, cooked",15,g
"Pork, spareribs, cooked, NS as to fat eaten","1 small rib (yield after cooking, bone removed)",25,g
"Pork, spareribs, cooked, NS as to fat eaten","1 medium rib (yield after cooking, bone removed)",35,g
"Pork, spareribs, cooked, NS as to fat eaten","1 large rib (yield after cooking, bone removed)",45,g
"Pork, spareribs, cooked, NS as to fat eaten","1 small cut (yield after cooking, bone removed)",75,g
"Pork, spareribs, cooked, NS as to fat eaten","1 medium cut (yield after cooking, bone removed)",105,g
"Pork, spareribs, cooked, NS as to fat eaten","1 large cut (3 ribs of varied size per cut) (yield after cooking, bone removed)",135,g
"Pork, spareribs, cooked, NS as to fat eaten","1 cup, boneless, cooked",134,g
"Pork, spareribs, cooked, NS as to fat eaten","1 oz, with bone, raw (yield after cooking, bone removed)",11,g
"Pork, spareribs, cooked, NS as to fat eaten","1 oz, with bone, cooked (yield after bone removed)",18,g
"Pork, spareribs, cooked, NS as to fat eaten","1 cubic inch, with bone, cooked (yield after bone removed)",11,g
"Pork, spareribs, cooked, lean and fat eaten","1 small rib (yield after cooking, bone removed)",25,g
"Pork, spareribs, cooked, lean and fat eaten","1 medium rib (yield after cooking, bone removed)",35,g
"Pork, spareribs, cooked, lean and fat eaten","1 large rib (yield after cooking, bone removed)",45,g
"Pork, spareribs, cooked, lean and fat eaten","1 small cut (yield after cooking, bone removed)",75,g
"Pork, spareribs, cooked, lean and fat eaten","1 medium cut (yield after cooking, bone removed)",105,g
"Pork, spareribs, cooked, lean and fat eaten","1 large cut (3 ribs of varied size per cut) (yield after cooking, bone removed)",135,g
"Pork, spareribs, cooked, lean and fat eaten","1 cup, boneless, cooked",134,g
"Pork, spareribs, cooked, lean and fat eaten","1 oz, with bone, cooked (yield after bone removed)",18,g
"Pork, spareribs, cooked, lean and fat eaten","1 oz, with bone, raw (yield after cooking, bone removed)",11,g
"Pork, spareribs, cooked, lean and fat eaten","1 cubic inch, with bone, cooked (yield after bone removed)",11,g
"Pork, spareribs, cooked, lean only eaten","1 small rib (yield after cooking, bone and fat removed)",18,g
"Pork, spareribs, cooked, lean only eaten","1 medium rib (yield after cooking, bone and fat removed)",26,g
"Pork, spareribs, cooked, lean only eaten","1 large rib (yield after cooking, bone and fat removed)",33,g
"Pork, spareribs, cooked, lean only eaten","1 small cut (yield after cooking, bone and fat removed)",56,g
"Pork, spareribs, cooked, lean only eaten","1 medium cut (yield after cooking, bone and fat removed)",78,g
"Pork, spareribs, cooked, lean only eaten","1 large cut (3 ribs of varied size per cut) (yield after cooking, bone and fat removed)",100,g
"Pork, spareribs, cooked, lean only eaten","1 cup, boneless, cooked",134,g
"Pork, spareribs, cooked, lean only eaten","1 oz, with bone, cooked, lean only (yield after bone removed)",12,g
"Pork, spareribs, cooked, lean only eaten","1 oz, with bone, cooked (yield after bone and fat removed)",14,g
"Pork, spareribs, cooked, lean only eaten","1 oz, with bone, raw (yield after cooking, bone and fat removed)",10,g
"Pork, spareribs, cooked, lean only eaten","1 cubic inch, with bone, cooked, fat removed (yield after bone removed)",8,g
"Pork, spareribs, barbecued, with sauce, NS as to fat eaten","1 small rib (yield after cooking, bone removed)",29,g
